id_bien;surface_carrez;type_local;surface_reelle;nombre_pieces;surface_terrain;voie;commune_id
0;50.42;Appartement;52;2;;CENTRALE;0
1;48.22;Appartement;48;3;;DU CHATEAU;1
20;30.23;Appartement;30;1;;LES JARDINS DE CHEVRY;1
80;123.16;Maison;118;5;;LA PIECE;1
132;42.92;Appartement;41;2;;DES MORAINES;1
2;130.8;Appartement;130;6;;DU MONT BLANC;2
8;93.23;Maison;96;4;;JEAN DE GINGINS;2
15;88.11;Appartement;88;4;;DU SQUARE DE LAUSANNE;2
86;135.68;Appartement;133;4;;DE LAUSANNE;2
90;46.05;Appartement;46;2;;DES VOIRONS;2
125;51.7;Appartement;42;2;;DES ECOLIERS;2
137;58.62;Appartement;63;2;;DU CONTE DES PERMISSIONS;2
162;67.33;Appartement;63;3;;DU PEUDEX;2
169;96.46;Maison;96;5;;D ARBERE;2
171;90.4;Appartement;90;4;;DU JURA;2
173;50.11;Appartement;35;1;;GRANDE RUE;2
3;109.22;Maison;109;5;;DE L'ABBE JOLIVET;3
10;35.6;Appartement;36;2;;DE POUGNY;3
4;108.65;Appartement;91;4;;BUFFON;4
14;82.6;Appartement;84;4;;TURENNE;4
62;38;Appartement;39;1;;DE LA REPUBLIQUE;4
70;47.65;Appartement;62;3;;LAMARTINE;4
85;75;Appartement;74;4;;DE SAVOIE;4
88;62.38;Appartement;63;3;;DE VOUVRAY;4
89;92.04;Appartement;100;4;;DE VOUVRAY;4
105;81.24;Appartement;83;4;;DE VOUVRAY;4
107;69.66;Appartement;69;3;;GEORGES MARIN;4
110;88.83;Appartement;88;4;;ANTOINE JACQUET;4
117;56.65;Appartement;56;2;;JOLIOT CURIE;4
130;54.7;Appartement;54;2;;COLONEL XAVIER RENDU;4
134;70.15;Appartement;69;3;;BUFFON;4
135;57.23;Appartement;56;2;;PARMENTIER;4
138;61.89;Appartement;60;3;;JOSEPH MARION;4
150;89.2;Appartement;89;5;;DE L AVENIR;4
151;28.8;Appartement;40;1;;TURENNE;4
154;68.92;Appartement;68;3;;GEORGES MARIN;4
164;58.3;Appartement;59;2;;ALBERT CAMUS;4
5;31.65;Appartement;32;2;;JEAN FALCONNIER;5
31;35.86;Appartement;50;3;;DE LA MAIRIE;5
121;53.81;Appartement;53;3;;DES FRERES SERPOLLET;5
6;52.58;Appartement;52;2;;DE GENEVE;6
7;58.71;Appartement;60;2;;DU RECULET;6
9;117;Maison;117;5;;DES CAPUCINES;6
25;84.24;Appartement;83;3;;DU JURA;6
29;131.91;Appartement;133;4;;DES HETRES;6
49;112.3;Appartement;112;5;;DES HAUTAINS;6
55;30.62;Appartement;31;1;;DE CHAMP FUSY;6
56;165.92;Appartement;166;5;;DES PRUNUS;6
76;53.43;Appartement;56;3;;DE GENEVE;6
103;47.6;Appartement;49;2;;GEORGES CHARPAK;6
136;132.16;Appartement;131;5;;JEAN-JACQUES ROUSSEAU;6
141;138.05;Maison;101;5;;DES ECOLES;6
145;52.58;Appartement;58;2;;DES HAUTAINS;6
161;133.24;Appartement;133;4;;PARC JEAN MONNET;6
165;111.06;Appartement;112;5;;DES HAUTAINS;6
177;166.98;Appartement;166;5;;DES PRUNUS;6
11;138.03;Appartement;137;5;;DE VERDUN;7
47;68.11;Appartement;67;2;;AMPERE;7
95;88;Appartement;92;3;;CASTELLION;7
109;64.44;Appartement;64;3;;CHARLES DE GAULLE;7
115;22.2;Appartement;30;1;;DU MURET;7
12;42;Appartement;43;2;;DU COMMERCE;8
13;45.36;Appartement;45;2;;DE PRE BAILLY;9
24;45.54;Appartement;45;1;;DES USINIERS;9
53;164.18;Maison;160;6;;DES VERTES CAMPAGNES;9
60;88.7;Appartement;87;4;;DES ABATTOIRS;9
65;46.12;Appartement;53;3;;DE L EGLISE;9
68;50.33;Appartement;50;2;;DE PRE BAILLY;9
91;34.56;Appartement;34;2;;DE BELLE FERME;9
97;55.4;Appartement;55;3;;DE BELLE FERME;9
119;61.54;Appartement;68;4;;DES USINIERS;9
131;51;Appartement;54;2;;FRANCIS BLANCHARD;9
139;92.45;Appartement;105;3;;DES VERTES CAMPAGNES;9
155;68.45;Appartement;68;3;;DE PRE BAILLY;9
158;77.86;Appartement;77;4;;DE PRE BAILLY;9
174;32.6;Appartement;33;2;;DES TERREAUX;9
16;164.87;Appartement;143;6;;ALEXANDRE BERARD;10
26;68.23;Appartement;68;3;;MARCEL DEMIA;10
34;54.84;Appartement;62;2;;REINE CLOTILDE;10
41;70.1;Maison;68;3;;DE LA COMMUNE 1871;10
61;50.64;Appartement;51;2;;DES FRERES CAUDRON;10
74;54.65;Appartement;55;2;;JEAN MONNET;10
75;81.15;Appartement;81;3;;DE LA BATISSE;10
87;35.59;Appartement;33;2;;DE LA REPUBLIQUE;10
98;74.72;Appartement;79;2;;DES APOTRES;10
143;70.45;Appartement;75;3;;ARISTIDE BRIAND;10
149;92.47;Appartement;92;5;;DU GEN SARRAIL;10
17;42.2;Appartement;42;2;;DES LONGES RAYES;11
64;105.68;Maison;143;6;;CLOS CHAMP VRILLARD;11
114;67.94;Appartement;67;3;;DU MARTINET;11
133;68.08;Appartement;67;3;;DU MARTINET;11
168;42.01;Appartement;42;2;;DE GENEVE;11
172;42.59;Appartement;42;2;;DES LONGES RAYES;11
18;68.11;Appartement;65;3;;GRANDE RUE;12
19;82.59;Appartement;75;3;;DE GEX;13
30;63.58;Appartement;63;3;;DE MEYRIN;13
37;71.08;Appartement;71;3;;DU BIJOU;13
38;97.03;Maison;101;4;;DE LA PLANCHE BRULEE;13
43;133.77;Appartement;120;4;;DE LA PLANCHE BRULEE;13
51;63.45;Appartement;63;3;;DE MEYRIN;13
54;66.95;Appartement;67;3;;DE LA PLANCHE BRULEE;13
77;74.85;Appartement;75;3;;DE VERSOIX;13
93;83.82;Maison;80;4;;VICTOR HUGO;13
96;56.96;Appartement;57;2;;DE VESSY;13
123;63.54;Appartement;63;3;;DE MEYRIN;13
126;114.17;Appartement;115;4;;DE GENEVE;13
128;36.21;Appartement;36;1;;DU PEGAN;13
147;95.66;Appartement;106;5;;DES ALPES;13
153;2.36;Appartement;2;0;;DU JURA;13
160;63.27;Appartement;63;3;;DE MEYRIN;13
21;24.8;Appartement;25;1;;DES CARPIERES;14
59;84.97;Appartement;88;3;;BLANCHE;14
142;45.12;Appartement;30;1;;DU VIEUX BOURG;14
22;52.6;Appartement;52;2;;CHARLES DE GAULLE;15
32;70.09;Appartement;74;3;;GRANDE RUE DE BULLIEZ;15
36;94.09;Maison;88;2;;DE BOURG;15
66;37.63;Appartement;39;2;;DE L EGLISE;15
140;71.29;Appartement;71;3;;PASTEUR;15
175;103.62;Maison;88;4;;DU COTEILLON;15
23;91.69;Appartement;88;3;;SUR LA VIGNETTE;16
27;62.03;Appartement;64;3;;DE CHARIGNIN;17
35;72.75;Appartement;73;4;;STE MARIE;17
58;63.17;Appartement;63;3;;DES SOUPIRS;17
94;38.67;Appartement;39;2;;DE LA REPUBLIQUE;17
120;82.37;Maison;80;4;;HONORE DE BALZAC;17
144;78.54;Appartement;77;4;;DE L AMITIE;17
166;117.63;Appartement;117;5;;DES FOURS;17
170;57.5;Appartement;58;3;;DE CHAVORNOD;17
28;112.93;Maison;109;4;;DE BRETIGNY;18
63;70.53;Appartement;71;3;;DU SAUGY;18
78;90.33;Maison;90;4;;DE BRETIGNY;18
101;113.52;Appartement;113;4;;DES PRALETS;18
156;102.52;Maison;103;4;;DU SAUGY;18
33;200;Appartement;121;4;;DE LA BIENNE;19
39;44.48;Appartement;45;2;;CHANTEPIE;20
50;95.43;Maison;95;4;;DU NEUTRINO;20
67;87.38;Appartement;89;4;;SIMON VAN DER MEER;20
81;110.13;Maison;110;5;;DU NEUTRINO;20
82;71.43;Appartement;70;3;;DU NEUTRINO;20
113;73.77;Maison;77;4;;DE PRE DE PLANCHE;20
167;85.12;Appartement;82;4;;DU MARAIS;20
40;64.21;Appartement;63;2;;DE LA ROCHE SAMUEL;21
42;76.7;Appartement;90;4;;DE LA TOUR;22
44;107.61;Appartement;106;5;;DU DOCTEUR GREZEL;23
112;45.5;Appartement;40;2;;DU DOCTEUR GREZEL;23
45;42.78;Appartement;43;2;;DU DOC CHARCOT;24
46;124.55;Maison;120;5;;DES TERRASSES;25
71;99.13;Maison;102;4;;DU PETIT CHAMP;25
72;43.42;Appartement;43;2;;DES VERGERS;25
83;56.02;Appartement;56;3;;DES VERGERS;25
108;69.65;Appartement;69;3;;DES BATTOIRS;25
124;101.52;Maison;102;6;;HAMEAU DES CHENES;25
157;59.67;Appartement;59;2;;DES BATTOIRS;25
163;68.69;Appartement;65;3;;DU PONT DE GREMAZ;25
48;70.78;Appartement;68;3;;GERARD DE NERVAL;26
152;46.68;Appartement;46;2;;GUSTAVE EIFFEL;26
52;77.3;Appartement;75;4;;MASONOD;27
57;51.99;Appartement;56;2;;DES MONTS JURA;28
127;21.48;Appartement;21;2;;DES PISTES;28
69;134.17;Appartement;136;4;;DE DIVONNE;29
73;83.6;Maison;83;4;;DES FRENES;30
79;99.39;Maison;86;4;;DE MURY;31
100;222.97;Maison;170;3;;DE LA PIERRE;31
84;85.12;Appartement;85;4;;DE CESSY;32
92;43.23;Appartement;43;2;;CLAIRES FONTAINES;33
118;32.27;Appartement;32;2;;DU LAVOIR;33
99;295.21;Appartement;190;6;;GRAND' RUE;34
102;127.2;Appartement;127;4;;DE LA ROCHETTE;35
104;65.29;Appartement;74;3;;DE LA FLAUDIERE;36
129;44.24;Appartement;48;2;;DE L HOTEL DE VILLE;36
106;42.89;Appartement;32;2;;MATAFELON;37
111;35.3;Appartement;35;3;;LE BULOZ;38
116;48.38;Appartement;48;2;;DU CHANE;39
122;71.8;Appartement;71;3;;DE LA RABOUDIERE;40
146;30.98;Appartement;22;2;;LES MARS;41
148;87.23;Appartement;87;4;;DES PRELES;42
159;105.12;Maison;106;4;;DES COLLINES;42
176;135.89;Appartement;60;2;;DE LA REPUBLIQUE;43
178;58.13;Appartement;65;2;;DE LA PRALAY;44
179;38.67;Appartement;39;2;;DES NATIONS;45
180;120.5;Maison;110;5;;DE LAYE;46
185;65.82;Appartement;65;3;;DE LYON;46
181;86.8;Appartement;90;3;;DE BELLEVILLE;47
182;41.82;Appartement;47;1;;NEUVE;48
183;56.63;Appartement;56;2;;EDOUARD HERRIOT;49
184;79.06;Appartement;77;3;;HECTOR BERLIOZ;50
186;38.43;Appartement;44;3;;DE GENEVE;51
187;85.95;Appartement;85;4;;DU BONATIER;52
188;48.42;Appartement;48;2;;DES CANNES;53
189;80.87;Maison;82;4;;LUCIEN QUITTELIER;54
196;92;Maison;80;4;213;DES OEUVRES DE CHINE;54
209;60.05;Appartement;62;3;;BOUZIER;54
190;165.11;Appartement;156;6;;FERNAND THUILLART;55
191;71.5;Appartement;72;4;;CONDORCET;55
192;82.54;Appartement;82;3;;DU REMPART SAINT REMY;55
193;39.97;Appartement;41;2;;BONNOT;55
195;31.6;Appartement;40;2;;PAUL DOUMER;55
197;73.5;Appartement;65;3;;VINCHON;55
198;23.82;Appartement;30;1;;DU CHANGE;55
199;37.3;Appartement;40;2;;PAUL DOUMER;55
200;49.1;Appartement;53;2;;PAUL DOUMER;55
201;30.94;Appartement;31;1;;CARLIER HENNECART;55
202;65.66;Maison;67;3;;JEAN DE LA FONTAINE;55
203;27.19;Appartement;27;1;;JEAN RACINE;55
204;46.92;Appartement;53;2;;DU MARCHE;55
205;78.3;Maison;82;4;;DE LA LINOTTE;55
206;88.5;Appartement;90;5;;CONDORCET;55
207;24.05;Appartement;27;1;;DES NEUFLIERS;55
210;89;Appartement;90;5;;CONDORCET;55
211;23.86;Appartement;27;1;;SERURIER;55
214;47.44;Appartement;48;2;;DE LA LINOTTE;55
215;80.14;Maison;90;4;;DE LA LINOTTE;55
216;53.42;Appartement;53;3;;DE LA LINOTTE;55
218;28.13;Appartement;29;1;;DE LA CONGREGATION;55
219;88.14;Maison;119;4;;AMPERE;55
220;77.91;Appartement;76;3;;CARNOT;55
221;26.4;Appartement;27;1;;SERURIER;55
194;146.68;Appartement;158;4;;MAZIN;56
208;92.54;Maison;92;4;;DE L EGLISE;57
212;25;Appartement;64;3;;DE MONTEVIDEO;58
213;148.41;Appartement;155;5;;GAMBETTA;59
217;66.36;Appartement;67;3;;ROBERT GODARD;60
222;119.4;Appartement;122;4;;DE LA SELLERIE;61
223;33.49;Appartement;32;1;;D ISLE;61
224;96.4;Appartement;127;4;;DU GOUVERNEMENT;61
225;53.22;Appartement;52;2;;VARLET;61
226;142.98;Appartement;143;5;;FERNAND MARQUIGNY;62
228;108.49;Appartement;127;4;;DES PAVEURS;62
229;29.16;Appartement;29;1;;JEANNE D ARC;62
230;79.27;Maison;81;4;;JEAN DELAPLACE;62
231;64.21;Appartement;67;4;;DE LA SURCHETTE;62
232;121.9;Appartement;122;5;;QUINQUET;62
238;49.33;Appartement;48;2;;DU CHAMP BOUILLANT;62
239;47.02;Appartement;36;3;;DE LA RESISTANCE;62
240;37.18;Appartement;75;2;;PORTE CROUY;62
244;41.42;Appartement;44;1;;DE LAON;62
245;62.15;Appartement;83;3;;DES GRAVIERS;62
246;59.81;Appartement;59;4;;DU CHAMP BOUILLANT;62
247;20.45;Appartement;26;1;;NOTRE DAME;62
251;49.46;Appartement;57;2;;EDOUARD BRANLY;62
252;45.12;Appartement;44;2;;EDOUARD BRANLY;62
253;68.95;Appartement;72;3;;DE LAON;62
255;72.93;Appartement;72;2;;THIERS;62
256;65.9;Appartement;64;3;;JEAN MOULIN;62
257;31.84;Appartement;32;2;;PORTE CROUY;62
259;29.36;Appartement;33;1;;DU GENERAL DE GAULLE;62
262;29.21;Appartement;30;1;;DE PANLEU;62
263;23.7;Appartement;25;1;;DU GENERAL DE GAULLE;62
264;73.94;Appartement;75;3;;DE LAON;62
266;68.37;Appartement;67;3;;EDOUARD BRANLY;62
267;73.65;Appartement;73;3;;EDOUARD BRANLY;62
268;31.62;Appartement;32;1;;JEANNE D ARC;62
227;50.16;Appartement;43;2;;DU MOULIN BOTTE;63
233;145.28;Maison;145;4;;DU PONT DE LA TOURNELLE;64
234;49.99;Appartement;49;3;;DE FONTENOY;64
235;58.67;Appartement;58;2;;LA FOSSE SALMON;65
237;77.56;Appartement;77;5;;ROGER SALENGRO;65
243;81.62;Appartement;81;4;;DE BAPAUME;65
248;89.56;Appartement;86;3;;ALEXANDRE DUMAS;65
250;21.4;Appartement;21;1;;DU DOCTEUR MOUFLIER;65
258;20.69;Appartement;23;1;;DU DOCTEUR MOUFLIER;65
260;67.85;Appartement;54;3;;VICTOR HUGO;65
261;51.07;Appartement;42;3;;DU GRAND MONTOIR;65
236;55.74;Maison;50;3;;SAINT DENIS;66
241;106;Maison;109;6;;DE LA QUINCY;67
242;39.62;Maison;64;3;;PETITE RUE SAINT VINCENT;68
249;570;Maison;110;6;;FERNAND BAZIN;69
265;93.89;Maison;110;6;;FERNAND BAZIN;69
254;76.95;Appartement;76;3;;D OULCHY LE CHATEAU;70
269;60.2;Appartement;60;3;;DE LA MARE AUX CANES;71
270;48.5;Appartement;54;3;;DE L HOTEL DE VILLE;71
271;57.74;Appartement;58;3;;GRANDE RUE;71
272;78.24;Appartement;75;4;;RENOIR;71
273;64.24;Appartement;64;3;;PAUL CLAUDEL;72
274;34.46;Appartement;33;2;;DE LA FRATERNITE;73
275;124.01;Appartement;77;3;;DENAIN;73
276;34.9;Appartement;38;1;;DE LA FRATERNITE;73
277;22.19;Appartement;22;1;;DE LA FRATERNITE;73
278;83.87;Appartement;84;4;;CHARLES PEGUY;73
280;61.4;Appartement;60;4;;DU VERT GALANT;73
284;78.3;Appartement;79;4;;GASPARD ROUX;73
279;107.77;Maison;112;5;;PARC MONTFAULT;74
281;128.8;Maison;85;5;;DU PRE DE MOLLES;74
282;58.46;Appartement;59;3;;DE LYON;74
283;40.06;Appartement;40;2;;JACQUES VINCENT;74
285;106;Appartement;105;5;;DU DRAPEAU;75
286;74.54;Appartement;80;3;;JEAN JAURES;76
287;81.72;Appartement;79;3;;MONTIGNAC;76
288;67.64;Appartement;67;4;;DU 11 NOVEMBRE;76
289;42.98;Appartement;47;2;;DUCHON;76
290;40.57;Appartement;45;2;;HUBERT COLOMBIER;76
291;105.71;Appartement;119;4;;DE L HORLOGE;77
297;32.89;Appartement;33;1;;DU DOCTEUR ROBERT;77
328;79.54;Appartement;80;3;;DE LA REPUBLIQUE;77
329;72.07;Appartement;85;2;;DELEUZE;77
341;44.44;Appartement;35;3;;POTERIE;77
346;136.86;Appartement;44;2;;FONT CHAUDE;77
385;55.5;Appartement;61;2;;DES ARCADES;77
387;75.06;Appartement;74;3;;JEAN MOULIN;77
452;67.58;Appartement;68;4;;JEAN JAURES;77
292;106.43;Appartement;133;4;;DE L ENGIEN;78
340;38.97;Appartement;60;2;;TANNERIE;78
293;29.74;Appartement;31;1;;LES MELEZES;79
310;24.32;Appartement;25;1;;LES CHENEVRIERS;79
317;35.97;Appartement;44;1;;LE SUPERSAUZE;79
322;26.76;Appartement;30;1;;LES MARGUERITES;79
324;35.2;Appartement;23;2;;LE SUPERSAUZE;79
415;24.89;Appartement;25;2;;LES MELEZES ROI SOLEIL;79
416;45.22;Appartement;38;3;;LES MELEZES ROI SOLEIL;79
417;22.92;Appartement;23;1;;LES MELEZES ROI SOLEIL;79
294;65.4;Appartement;66;3;;DU CAMPING;80
389;89.06;Maison;93;4;;DES SALETTES;80
395;44.24;Appartement;45;2;;DU LAC;80
295;144.6;Appartement;120;4;;DES MONGES;81
304;51.42;Appartement;51;2;;FRANCOIS CUZIN;81
305;71.39;Maison;71;3;;DU VALLON DE FARINE;81
314;23.25;Appartement;23;1;;VICTOR HUGO;81
315;30.47;Appartement;30;2;;LE VALLON DES SOURCES;81
316;28.33;Appartement;29;1;;VICTOR HUGO;81
323;53.1;Appartement;51;2;;DE LA MAIRIE;81
350;67.22;Appartement;68;3;;DES EAUX CHAUDES;81
355;82.11;Appartement;81;4;;HENRI JAUBERT;81
370;35.71;Appartement;36;1;;DES EAUX CHAUDES;81
377;52.45;Appartement;70;4;;DE L ANCIENNE MAIRIE;81
382;21.35;Appartement;23;1;;DES THERMES;81
386;73.48;Appartement;75;4;;DES AJONCS;81
392;54.79;Appartement;54;4;;DE L HUBAC;81
407;22.9;Appartement;39;1;;GENERAL DE GAULLE;81
429;69.7;Appartement;66;4;;DU TRIBUNAL;81
430;60.28;Appartement;62;3;;GASSENDI;81
443;50.05;Appartement;54;2;;SAINT CHARLES;81
445;25.4;Maison;110;4;;DE L HUBAC;81
296;24.74;Appartement;24;1;;STATION DE SAINT JEAN;82
306;41.16;Appartement;49;2;;STATION DE SAINT JEAN;82
363;28.02;Appartement;28;1;;STATION DE SAINT JEAN;82
298;20.92;Appartement;20;1;;LA CHAPELLE;83
303;27.46;Appartement;26;1;;ADRECH DE CHAUVET;83
308;34.95;Appartement;35;2;;PONT DE LABRAU OUEST;83
319;20.55;Appartement;21;1;;PONT DE LABRAU;83
331;29.03;Appartement;37;2;;LES AUCHES;83
334;19.72;Appartement;19;1;;LACHAUD ET CHAUVET;83
339;14.41;Appartement;20;1;;LA CHAPELLE;83
349;26.99;Appartement;27;1;;LA SESTRIERE;83
361;108.85;Appartement;81;2;;ADRECH DE CHAUVET;83
391;26.41;Appartement;26;1;;LA PETITE OURSE 2;83
403;16.61;Appartement;17;1;;LE SCHUSS 3;83
406;17.31;Appartement;18;1;;LE SEIGNUS BAS;83
418;11.43;Appartement;15;1;;LES AUCHES;83
422;28.4;Appartement;20;2;;LE SEIGNUS BAS;83
432;26.09;Appartement;26;1;;PONT DE LABRAU;83
434;17.6;Appartement;17;1;;LES AUCHES;83
440;27.45;Appartement;25;1;;LE SEIGNUS BAS;83
299;93.76;Appartement;120;4;;DES AIRES;84
373;18;Appartement;18;1;;NATIONALE;84
423;18.26;Appartement;20;1;;DU MITAN;84
300;20.73;Appartement;20;1;;DE MAZAGRAND;85
312;59.73;Appartement;63;2;;PRINCIPALE;85
379;28.48;Appartement;28;1;;MAZAGRAND;85
381;35.65;Appartement;46;2;;DU CHASTEL;85
424;28.9;Maison;63;3;;DE COCODY;85
301;26.6;Appartement;27;2;;LE VILLAGE;86
302;40;Appartement;50;3;;GRANDE;87
347;90.75;Appartement;87;4;;SAINT PIERRE;87
364;22.91;Appartement;27;1;;LES SAGNES;87
390;25.08;Appartement;24;2;;CHANTEMERLE;87
408;46.93;Appartement;30;2;;STATION DU GRAND PUY;87
442;56.04;Appartement;40;2;;GRANDE;87
307;65.5;Appartement;32;2;;LE VILLAGE;88
309;60.66;Appartement;52;3;;LOTISSEMENT DU BERARD;89
311;23.02;Appartement;23;1;;DES ALPAGES;90
336;58.96;Appartement;60;3;;ANDRE HONNORAT;90
397;46.21;Appartement;50;2;;GRENETTE;90
405;25.44;Appartement;26;2;;REINE DES ALPES;90
409;38.9;Appartement;40;2;;DES PASQUIERS;90
419;16.81;Appartement;18;1;;TRAVERSIERE;90
433;64.96;Appartement;46;2;;DE VILLEVIEILLE;90
313;33.05;Appartement;33;2;;DES BEAUMES;91
321;18.44;Appartement;18;1;;LES HAUTES PLAINES;91
325;18.84;Appartement;18;1;;LES HAUTES PLAINES;91
338;25.32;Appartement;27;1;;DES THERMES;91
352;25.07;Appartement;27;1;;DES THERMES;91
354;102.87;Appartement;100;4;;DE STE ANNETTE;91
356;23.35;Appartement;24;1;;DES THERMES;91
359;24.25;Appartement;24;1;;LES HAUTES PLAINES;91
365;27.36;Appartement;27;1;;LES HAUTES PLAINES;91
366;27.22;Appartement;27;1;;LES HAUTES PLAINES;91
368;30.95;Appartement;30;1;;LE CEZANNE;91
372;27.18;Appartement;26;1;;LES VIEUX BAINS;91
400;27.5;Appartement;27;1;;LES HAUTES PLAINES;91
426;30;Appartement;28;1;;LES PLAINES;91
436;36.24;Appartement;38;2;;LE CLOS DE L EDEN;91
437;25.35;Appartement;25;1;;DE STE ANNETTE;91
439;28;Appartement;28;1;;DES EAUX CHAUDES;91
447;17.14;Appartement;17;1;;LES PLAINES;91
318;20.85;Maison;32;2;;LE PONT;92
428;21.71;Maison;32;2;;LE PONT;92
444;20.5;Maison;20;1;;LE PONT;92
320;142.9;Appartement;147;5;;DE CARUPE;93
326;80.26;Appartement;80;3;;ANCIENNE RTE D FORCALQUIER;94
327;76.81;Appartement;74;4;;BEAUDINE;95
333;33.8;Appartement;41;2;;MARCEL ANDRE;95
337;42.73;Appartement;42;2;;DOC CASIMIR CAIRE;95
342;27.26;Maison;29;1;;DES CORDELIERS;95
358;49.2;Appartement;51;2;;MARIUS DEBOUT;95
367;92.94;Maison;95;4;;DU FRESQUIE;95
394;45.2;Appartement;50;2;;SAINT PROMASSE;95
398;64.99;Appartement;63;3;;LOUIS ANDRIEUX;95
401;54.64;Appartement;56;3;;DES PRISONS;95
404;46.42;Appartement;47;2;;MARCEL ANDRE;95
330;29.66;Appartement;29;2;;GRANDE MONTAGNE;96
332;82.37;Maison;79;5;;DES AVETTES;97
335;15;Appartement;98;4;;DU DCT BERNARD FOUSSIER;97
343;83.88;Appartement;84;5;;LES LAVANDES;97
353;63.73;Appartement;68;3;;DE PROVENCE;97
357;30.05;Appartement;31;1;;JEANNE D ARC;97
369;62.43;Appartement;60;2;;DE PROVENCE;97
376;56.52;Appartement;54;3;;PAUL MARTIN NALIN;97
378;67;Appartement;64;4;;LA COLETTE;97
380;54.33;Appartement;54;3;;LA COLETTE;97
388;83.46;Appartement;82;4;;DES ALPES;97
402;44.2;Appartement;52;2;;DE L ARMISTICE;97
413;53.81;Appartement;53;2;;CHARLES DE GAULLE;97
420;68.19;Appartement;66;4;;LA LUQUECE;97
421;59.5;Appartement;63;3;;JEAN GIONO;97
431;75.3;Appartement;75;3;;ELEMIR BOURGES;97
441;245.13;Maison;248;8;865;DES SAVELS;97
449;50.04;Maison;49;2;;LES BALCONS DU SOLEIL;97
344;25.55;Appartement;29;2;;LES MARMOTTES BLEUES;98
360;37.55;Appartement;36;2;;PRA CHAUVET;98
362;73.99;Appartement;59;3;;LES MELEZES;98
374;24.87;Appartement;25;1;;LE CHRISTIANA;98
383;32.84;Appartement;33;1;;LA BERANGERE;98
393;42.72;Appartement;45;2;;L EDELWEISS;98
414;30;Appartement;31;1;;LA TOVIERE;98
425;25.9;Appartement;25;1;;LA SAPINIERE;98
427;29.85;Appartement;29;1;;LA ROCHAILLE;98
448;56.19;Appartement;58;3;;LE MONOIKOS;98
450;37.71;Appartement;39;1;;LE MONOIKOS;98
345;40.4;Appartement;38;1;;LE VILLAGE;99
348;59.36;Maison;66;2;;DE LA FERRAILLE;100
351;39.16;Appartement;30;2;;JULES BOURDIN;101
438;99.22;Appartement;100;4;;DU GALOUBET;101
371;61.53;Appartement;61;2;;DU LAC;102
451;119.4;Appartement;116;5;;DE LA GRANDE FONTAINE;102
375;62.85;Appartement;70;3;;GRANDE;103
446;130.2;Appartement;114;5;;LES LOUVES;103
384;19.28;Appartement;19;1;;GEORGES DE SALVE;104
435;119.9;Maison;121;4;506;LES CHABRANDS;104
396;41.7;Appartement;15;1;;DE LA REPUBLIQUE;105
399;97.07;Maison;87;4;;PIERRE MAITRE;106
410;152.65;Appartement;110;5;;DU FOUR;107
411;36.42;Appartement;40;1;;LE VILLAGE;108
412;25.95;Appartement;38;1;;LE VILLAGE;109
453;46.78;Appartement;46;2;;RAVEL;110
465;29.33;Appartement;29;1;;RAVEL;110
454;19.15;Appartement;22;1;;PEYRE CHOUSSOUS;111
539;14.33;Appartement;16;1;;DU CLOT CHENU;111
455;23.69;Appartement;22;1;;BARBA;112
456;17.34;Appartement;17;1;;DESPIERRE;113
459;44.71;Appartement;43;2;;MARTIAL LUCIEN;113
462;55.76;Appartement;35;1;;AICARDI HUBERT;113
524;18.63;Appartement;18;1;;LES ESCOUNDUS;113
457;56.2;Appartement;65;4;;DE L ARCHEVECHE;114
489;43.33;Appartement;43;3;;BARTHELON;114
531;54.25;Appartement;61;3;;DE LA LIBERTE;114
458;59.6;Appartement;63;4;;PIED DE CHANCHORE;115
460;62.38;Appartement;70;3;;SERRE PAIX;116
466;45.08;Appartement;38;2;;FRANCOIS CHABAS;116
467;72.72;Appartement;82;6;;MAURICE PETSCHE;116
468;35.18;Appartement;35;2;;PASTEUR;116
472;78.84;Appartement;78;4;;PASTEUR;116
477;40.92;Appartement;40;1;;GRANDE RUE;116
479;67;Appartement;66;4;;ADRIEN DAURELLE;116
484;0.4;Appartement;26;1;;GEN DE GAULLE;116
494;66.45;Appartement;66;2;;PASTEUR;116
527;68.23;Appartement;66;3;;ALBERT BOURGES;116
534;34.97;Appartement;35;2;;PASTEUR;116
461;49.61;Appartement;52;3;;MERLETTE;117
480;56.5;Appartement;63;3;;MERLETTE;117
496;54.99;Appartement;63;3;;MERLETTE;117
497;18.04;Appartement;16;1;;MERLETTE;117
502;32.97;Appartement;33;2;;MERLETTE;117
509;63.2;Appartement;69;2;;MERLETTE;117
463;80.48;Maison;47;4;285;TETE D'AMONT;118
518;43.44;Appartement;44;2;;LES EYSSARDS DE PELVOUX;118
464;26.52;Appartement;26;1;;CHARLES DE GAULLE;119
469;25.61;Appartement;29;2;;DES REMPARTS;120
474;65.39;Appartement;85;3;;CDT DUMONT;120
487;43.36;Appartement;45;2;;VICTOR HUGO;120
490;32.8;Appartement;32;2;;JEAN EYMAR;120
495;59.9;Appartement;61;3;;DE GRAFFINEL;120
503;28.61;Appartement;30;1;;DE VALSERRES;120
515;49.06;Appartement;49;2;;DES MARRONNIERS;120
538;52.24;Appartement;45;2;;EMILE ZOLA;120
470;32;Appartement;32;2;;LA JOUE DU LOUP;121
493;28.5;Appartement;30;2;;LES ISSARTS;121
499;23.66;Appartement;25;1;;LE BOIS D AUROUZE;121
